ad_id;Street;City_Code
31642;Wigbold-von-Holte- Str. 2; Soest (59494)
31643;Soest; Soest (59494)
31644;Bad Sassendorf; Bad Sassendorf (59505)
31645;Bad Sassendorf; Bad Sassendorf (59505)
31646;Paderborn - Kernstadt; Paderborn (33102)
31647;Paderborn - Kernstadt; Paderborn (33098)
31648;Paderborn - Kernstadt; Paderborn (33100)
31649;Paderborn - Kernstadt; Paderborn (33098)
31650;Paderborn - Kernstadt; Paderborn (33098)
31651;Paderborn - Kernstadt; Paderborn (33098)
31652;Paderborn - Kernstadt; Paderborn (33098)
31653;Ziethenweg; Paderborn (33104)
31654;Paderborn - Kernstadt; Paderborn (33098)
31655;Paderborn - Kernstadt; Paderborn (33098)
31656;Paderborn - Kernstadt; Paderborn (33100)
31657;Paderborn - Kernstadt; Paderborn (33102)
31658;Wewer; Paderborn / Wewer (33106)
31659;Kaukenberg 22; Paderborn (33100)
31660;Paderborn - Kernstadt; Paderborn (33102)
31661;Paderborn - Kernstadt; Paderborn (33102)
31662;Paderborn - Kernstadt; Paderborn (33102)
31663;Löffelmannweg 63; Paderborn (33102)
31664;Sande; Paderborn (33106)
31665;Kilianstrasse 137; Paderborn (33098)
31666;Im Spiringsfelde 31; Paderborn (33098)
31667;Paderborn - Kernstadt; Paderborn (33102)
31668;Wittler Strasse 19; Paderborn / Schloss Neuhaus (33104)
31669;Wittler Strasse 19; Paderborn / Schloss Neuhaus (33104)
31670;Wittler Strasse 19; Paderborn / Schloss Neuhaus (33104)
31671;Wittler Strasse 19; Paderborn / Schloss Neuhaus (33104)
31672;Wittler Strasse 19; Paderborn / Schloss Neuhaus (33104)
31673;Wittler Strasse 19; Paderborn / Schloss Neuhaus (33104)
31674;Elsen; Paderborn / Elsen (33106)
31675;Paderborn - Kernstadt; Paderborn (33100)
31676;Paderborn - Kernstadt; Paderborn (33102)
31677;Elsen; Paderborn (33106)
31678;Unknown;Unknown
31679;Paderborn - Kernstadt; Paderborn (33102)
31680;Paderborn - Kernstadt; Paderborn (33102)
31681;Paderborn - Kernstadt; Paderborn (33102)
31682;Paderborn - Kernstadt; Paderborn (33102)
31683;Hatzfelderstrasse; Paderborn (33104)
31684;Ziethenweg; Paderborn (33104)
31685;Franz-Egon-Strasse 6; Paderborn (33102)
31686;Theodor-Heuss-Strasse 18; Paderborn (33102)
31687;Engernweg 71; Paderborn (33100)
31688;Paderborn - Kernstadt; Paderborn (33102)
31689;Schloss Neuhaus; Paderborn (33104)
31690;Elsen; Paderborn / Elsen (33106)
31691;Paderborn - Kernstadt; Paderborn (33102)
31692;Paderborn - Kernstadt; Paderborn (33102)
31693;Elsen; Paderborn (33106)
31694;Schloss Neuhaus; Paderborn (33104)
31695;Paderborn - Kernstadt; Paderborn (33102)
31696;Paderborn - Kernstadt; Paderborn (33100)
31697;Paderborn - Kernstadt; Paderborn (33102)
31698;Paderborn - Kernstadt; Paderborn (33102)
31699;Paderborn - Kernstadt; Paderborn (33102)
31700;Paderborn - Kernstadt; Paderborn (33102)
31701;Paderborn - Kernstadt; Paderborn (33102)
31702;Sande; Paderborn (33106)
31703;Schloss Neuhaus; Paderborn (33104)
31704;Wewer; Wewer (33106)
31705;Paderborn - Kernstadt; Paderborn (33102)
31706;Johannesweg 8a; Paderborn / Wewer (33106)
31707;Elser Kirchstrasse 12; Paderborn (33106)
31708;Elsen; Paderborn / Elsen (33106)
31709;Gogrevenstrasse 50; Paderborn (33100)
31710;Paderborn - Kernstadt; Paderborn (33102)
31711;Schloss Neuhaus; Paderborn / Schloss Neuhaus (33104)
31712;Elsen; Paderborn / Elsen (33106)
31713;Sande; Paderborn / Schloss Neuhaus (33104)
31714;Paderborn - Kernstadt; Paderborn (33102)
31715;Paderborn - Kernstadt; Paderborn (33102)
31716;Paderborn - Kernstadt; Paderborn (33102)
31717;Paderborn - Kernstadt; Paderborn (33102)
31718;Benhausen; Benhausen (33100)
31719;Neuenbeken; Paderborn (33100)
31720;Neuenbeken; Paderborn (33100)
31721;Neuenbeken; Paderborn (33100)
31722;Neuenbeken; Paderborn (33100)
31723;Paderborn - Kernstadt; Paderborn (33098)
31724;Paderborn - Kernstadt; Paderborn (33102)
31725;Paderborn - Kernstadt; Paderborn (33102)
31726;Paderborn - Kernstadt; Paderborn (33098)
31727;Paderborn - Kernstadt; Paderborn (33098)
31728;Im Spiringfelde 19; Paderborn (33098)
31729;Jesuitenmauer; Paderborn (33098)
31730;Dr.-Grasso-Strasse 23; Paderborn / Schloss Neuhaus (33104)
31731;Grevestr. 9; Paderborn (33102)
31732;Paderborn - Kernstadt; Paderborn (33102)
31733;Wewer; Paderborn (33106)
31734;Wewer; Paderborn (33106)
31735;Marsenweg 11; Paderborn (33100)
31736;Marsenweg 11; Paderborn (33100)
31737;Marsenweg 11; Paderborn (33100)
31738;Marsenweg 11; Paderborn (33100)
31739;Marsenweg 11; Paderborn (33100)
31740;Marsenweg 11; Paderborn (33100)
31741;Marsenweg 11; Paderborn (33100)
31742;Paderborn - Kernstadt; Paderborn -Zentrum -Riemeke (33102)
31743;Elsen; Paderborn / Elsen (33106)
31744;Paderborn - Kernstadt; Paderborn (33102)
31745;Friedrich Ebert Str. 41; Paderborn (33102)
31746;Friedrich Ebert Str 41; Paderborn (33102)
31747;Friedrich Ebert Str. 41; Paderborn (33102)
31748;Dahl; Paderborn / Dahl (33100)
31749;Elsen; Paderborn / Elsen (33106)
31750;Paderborn - Kernstadt; Paderborn (33100)
31751;Paderborn - Kernstadt; Paderborn (33100)
31752;Paderborn - Kernstadt; Paderborn (33100)
31753;Paderborn - Kernstadt; Paderborn (33100)
31754;Paderborn - Kernstadt; Paderborn (33100)
31755;Paderborn - Kernstadt; Paderborn (33100)
31756;Paderborn - Kernstadt; Paderborn (33100)
31757;Paderborn - Kernstadt; Paderborn (33100)
31758;Paderborn - Kernstadt; Paderborn (33100)
31759;Paderborn - Kernstadt; Paderborn (33100)
31760;Paderborn - Kernstadt; Paderborn (33100)
31761;Paderborn - Kernstadt; Paderborn (33102)
31762;Heinrich-Lubke-Strasse 31; Paderborn (33104)
31763;Simonstrasse 22; Paderborn (33106)
31764;Schloss Neuhaus; Paderborn (33104)
31765;Schloss Neuhaus; Paderborn (33104)
31766;Paderborn - Kernstadt; Paderborn (33098)
31767;Schloss Neuhaus; Paderborn (33104)
31768;Paderborn - Kernstadt; Paderborn (33102)
31769;Paderborn - Kernstadt; Paderborn (33100)
31770;Paderborn - Kernstadt; Paderborn (33100)
31771;Paderborn - Kernstadt; Paderborn (33100)
31772;Albert-Schweitzer-Strasse 16a; Paderborn (33104)
31773;Schloss Neuhaus; Paderborn (33104)
31774;Schloss Neuhaus; Paderborn (33104)
31775;Elsen; Paderborn (33106)
31776;Schloss Neuhaus; Paderborn (33104)
31777;Paderborn - Kernstadt; Paderborn (33098)
31778;Scherfeder Strasse 20; Paderborn (33100)
31779;Paderborn - Kernstadt; Paderborn (33102)
31780;Schloss Neuhaus; Paderborn (33104)
31781;Paderborn - Kernstadt; Paderborn (33098)
31782;Wittler Strasse 19; Paderborn / Schloss Neuhaus (33104)
31783;Wittler Strasse 19; Paderborn / Schloss Neuhaus (33104)
31784;Wittler Strasse 19; Paderborn / Schloss Neuhaus (33104)
31785;Wittler Strasse 19; Paderborn / Schloss Neuhaus (33104)
31786;Brenkenstrasse 13; Paderborn (33106)
31787;Paderborn - Kernstadt; Paderborn (33098)
31788;Elsen; Paderborn / Elsen (33106)
31789;Paderborn - Kernstadt; Paderborn (33102)
31790;Paderborn - Kernstadt; Paderborn (33098)
31791;Paderborn - Kernstadt; Paderborn (33098)
31792;Paderborn - Kernstadt; Paderborn (33098)
31793;Paderborn - Kernstadt; Paderborn (33098)
31794;Elsen; Paderborn / Elsen (33106)
31795;Paderborn - Kernstadt; Paderborn (33102)
31796;Am Wilhelmsberg 10; Paderborn (33104)
31797;Dahl; Paderborn / Dahl (33100)
31798;Schloss Neuhaus; Paderborn / Schloss Neuhaus (33104)
31799;Paderborn - Kernstadt; Paderborn (33098)
31800;Paderborn - Kernstadt; Paderborn (33102)
31801;Bekscher Berg 79; Paderborn (33100)
31802;Paderborn - Kernstadt; Paderborn (33102)
31803;Damaschkestrasse 44; Paderborn (33102)
31804;Neuhäuser Strasse 41; Paderborn (33102)
31805;Zur Kettenschmiede 35; Paderborn (33106)
31806;Benhausen; Paderborn (33100)
31807;Paderborn - Kernstadt; Paderborn (33098)
31808;Dr.-Grasso-Strasse 23; Paderborn (33104)
31809;Elsen; Paderborn (33106)
31810;Paderborn - Kernstadt; Paderborn (33098)
31811;Paderborn - Kernstadt; Paderborn (33098)
31812;Paderborn - Kernstadt; Paderborn (33098)
31813;Paderborn - Kernstadt; Paderborn (33098)
31814;Paderborn - Kernstadt; Paderborn (33098)
31815;Henkenstrasse 16; Paderborn / Elsen (33106)
31816;Paderborn - Kernstadt; Paderborn (33102)
31817;Neuenbeken; Paderborn (33100)
31818;Paderborn - Kernstadt; Paderborn (33102)
31819;Paderborn - Kernstadt; Paderborn (33102)
31820;Paderborn - Kernstadt; Paderborn (33100)
31821;Reumontstrasse 71; Paderborn (33102)
31822;Reumontstrasse 71; Paderborn (33102)
31823;Reumontstrasse 71; Paderborn (33102)
31824;Reumontstrasse 71; Paderborn (33102)
31825;Westphalenweg; Paderborn (33104)
31826;Schloss Neuhaus; Paderborn (33104)
31827;Paderborn - Kernstadt; Paderborn (33100)
31828;Paderborn - Kernstadt; Paderborn (33098)
31829;Paderborn - Kernstadt; Paderborn (33098)
31830;Auf dem Bieleken 2a; Paderborn (33104)
31831;Paderborn - Kernstadt; Paderborn (33100)
31832;Jentzschstrasse 1; Paderborn (33100)
31833;Elser Kirchstrasse 12; Paderborn (33106)
31834;Elser Kirchstrasse 12; Paderborn (33106)
31835;Elser Kirchstrasse 12; Paderborn (33106)
31836;Elser Kirchstrasse 12; Paderborn (33106)
31837;Elser Kirchstrasse 12; Paderborn (33106)
31838;Elser Kirchstrasse 12; Paderborn (33106)
31839;Elser Kirchstrasse 12; Paderborn (33106)
31840;Paderborn - Kernstadt; Paderborn (33102)
31841;Elsen; Paderborn (33106)
31842;Schloss Neuhaus; Paderborn (33104)
31843;Paderborn (33104);450.000 4.500
31844;Paderborn - Kernstadt; Paderborn (33098)
31845;Helene-Lange-Strasse 8; Paderborn (33102)
31846;Helene-Lange-Strasse 6; Paderborn (33102)
31847;Helene-Lange-Strasse 8; Paderborn (33102)
31848;Paderborn - Kernstadt; Paderborn (33098)
31849;Schloss Neuhaus; Paderborn (33104)
31850;Elser Kirchstrasse 8; Paderborn (33106)
31851;Elsen; Paderborn (33106)
31852;Paderborn - Kernstadt; Paderborn (33100)
31853;Elsener Strasse 32c; Paderborn (33102)
31854;Elsener Strasse 32c; Paderborn (33102)
31855;Elsener Strasse 32c; Paderborn (33102)
31856;Elsener Strasse 32c; Paderborn (33102)
31857;Elsener Strasse 32c; Paderborn (33102)
31858;Elsener Strasse 32c; Paderborn (33102)
31859;Von-Ketteler-Strasse 10/ 10a; Paderborn (33106)
31860;Auf der Schulbrede 3; Paderborn (33098)
31861;Elser Kirchstrasse 10; Paderborn (33106)
31862;Elser Kirchstrasse 10; Paderborn (33106)
31863;Elser Kirchstrasse 8; Paderborn (33106)
31864;Elser Kirchstrasse 8; Paderborn (33106)
31865;Elser Kirchstrasse 8; Paderborn (33106)
31866;Auf der Schulbrede 3; Paderborn (33098)
31867;Elsener Strasse 1b; Paderborn (33102)
31868;Hölternstr. 6; Paderborn (33106)
31869;Husener Strasse 35; Paderborn (33098)
31870;Husener Strasse 35; Paderborn (33098)
31871;Auf dem Bieleken 2a; Paderborn (33104)
31872;Auf dem Bieleken 2a; Paderborn (33104)
31873;Steig 1; Paderborn (33100)
31874;Steig 1; Paderborn (33100)
31875;Steig 1; Paderborn (33100)
31876;Steig 1; Paderborn (33100)
31877;Steig 1; Paderborn (33100)
31878;Auf dem Bieleken 2a; Paderborn (33104)
31879;Paderborn - Kernstadt; Paderborn (33098)
31880;Paderborn - Kernstadt; Paderborn (33098)
31881;Auf der Schulbrede 3; Paderborn (33098)
31882;Paderborn - Kernstadt; Paderborn (33098)
31883;Paderborn - Kernstadt; Paderborn (33098)
31884;Paderborn - Kernstadt; Paderborn (33102)
31885;Von-Kettler-Strasse 27; Paderborn (33106)
31886;Paderborn - Kernstadt; Paderborn (33100)
31887;Unknown;Unknown
31888;Unknown;Unknown
31889;Unknown;Unknown
31890;Unknown;Unknown
31891;Unknown;Unknown
31892;Paderborn - Kernstadt; Paderborn (33100)
31893;Schloss Neuhaus; Paderborn (33104)
31894;Elser Kirchstrasse 10; Paderborn (33106)
31895;Giersstrasse; Paderborn (33098)
31896;Im Twietken; Paderborn (33106)
31897;Bad Lippspringe;Bad Lippspringe (33175)
31898;Bad Lippspringe;Bad Lippspringe (33175)
31899;Bad Lippspringe;Bad Lippspringe (33175)
31900;Salzkotten; Salzkotten (33154)
31901;Salzkotten; Salzkotten (33154)
31902;Nordborchen; Borchen (33178)
31903;Bad Lippspringe;Bad Lippspringe (33175)
31904;Delbruck; Delbruck (33129)
31905;Klausheide; Hövelhof (33161)
31906;Nordborchen; Borchen (33178)
31907;Bad Lippspringe;Bad Lippspringe (33175)
31908;Bad Lippspringe;Bad Lippspringe (33175)
31909;Hövelhof; Hövelhof (33161)
31910;Bad Lippspringe;Bad Lippspringe (33175)
31911;Delbruck; Delbruck (33129)
31912;Salzkotten; Salzkotten (33154)
31913;Nordborchen; Borchen (33178)
31914;Salzkotten; Salzkotten (33154)
31915;Pantringshof; Herne / Horsthausen (44628)
31916;Börniger Strasse 30; Herne (44627)
31917;Memeler Strasse 30; Herne (44627)
31918;Leibnizstrasse 67A; Herne (44629)
31919;Sodingen - Sud; Herne (44627)
31920;Horsthausen; Herne (44628)
31921;Wanne - Mitte; Herne (44649)
31922;Bickern; Herne (44649)
31923;Castroperstrasse 195; Herne (44627)
31924;Altenhöfen; Herne (44623)
31925;Eickel - Kern; Herne (44651)
31926;Horsthausen; Herne (44628)
31927;Wanne - Sud; Herne (44652)
31928;Wanne - Mitte; Herne (44649)
31929;Strunkede; Herne (44629)
31930;Königsgrube; Herne (44651)
31931;Unser Fritz; Herne (44653)
31932;Königsgrube; Herne (44651)
31933;Eickel - Kern; Herne / Eickel (44651)
31934;Wanne - Mitte; Herne / Wanne (44649)
31935;Josefinenstrasse 14; Herne (44628)
31936;Bickernstrasse 71; Herne (44649)
31937;Grimberger Feld 44; Herne (44653)
31938;Herne-Sud; Herne (44625)
31939;Bickern; Herne (44649)
31940;Bickern; Herne (44649)
31941;Elpeshof; Herne (44628)
31942;Crange; Herne (44649)
31943;Crange; Herne (44653)
31944;Horsthausen; Herne (44628)
31945;Bickern; Herne (44649)
31946;Wanne - Nord; Herne (44653)
31947;Bickern; Herne (44649)
31948;Gartenstadt; Herne (44652)
31949;Pantringshof; Herne (44628)
31950;Constantin; Herne (44625)
31951;Constantin; Herne (44625)
31952;Crange; Herne (44649)
31953;Wanne - Mitte; Herne (44649)
31954;Wanne - Sud; Herne (44652)
31955;Resser Mark; Herne (44653)
31956;Wanne - Sud; Herne (44652)
31957;Königsgrube; Herne (44651)
31958;Wanne - Mitte; Herne (44649)
31959;Cranger Strasse 66; Herne (44653)
31960;Crange; Herne (44649)
31961;Bickern; Herne (44649)
31962;Herne-Sud; Herne (44625)
31963;Elpeshof; Herne (44628)
31964;Wanne - Sud; Herne (44652)
31965;Horsthausen; Holsterhausen (44628)
31966;Holthausen; Herne (44627)
31967;Herne-Sud; Herne (44625)
31968;Altenhöfen; Herne (44623)
31969;Strunkede; Herne (44629)
31970;Wanne - Mitte; Herne (44649)
31971;Feldkamp; Herne (44625)
31972;Herne-Sud; Herne (44625)
31973;Strunkede; Herne / Baukau (44629)
31974;Hauptstr. 202; Westfalen - Wanne (44649)
31975;Strunkede; Herne (44629)
31976;Dungelstrasse 52; Herne (44623)
31977;Eickel - Kern; Herne (44651)
31978;Dungelstrasse 52; Herne (44623)
31979;Altenhöfen; Herne (44623)
31980;Altenhöfen; Herne (44623)
31981;Herne-Sud; Herne (44625)
31982;Stadtgarten; Herne (44623)
31983;Shamrock; Herne (44623)
31984;Kirchstrasse 81; Herne (44627)
31985;Kirchstrasse 81; Herne (44627)
31986;Pantringshof; Herne (44628)
31987;Stadtgarten; Herne (44623)
31988;Pantringshof; Herne (44628)
31989;Wanne - Mitte; Herne (44649)
31990;Pluto; Herne (44651)
31991;Holsterhausen; Herne (44625)
31992;Holsterhausen; Herne (44625)
31993;Pantringshof; Herne (44628)
31994;Pantringshof; Herne (44628)
31995;Herne - Zentrum; Herne (44623)
31996;Herne - Zentrum; Herne (44623)
31997;Herne - Zentrum; Herne (44623)
31998;Wanne - Mitte; Herne (44623)
31999;Holthausen; Herne (44627)
32000;Herne-Sud; Herne (44625)
32001;Pluto; Herne (44651)
32002;Herne-Sud; Herne (44623)
32003;Hölkeskampring 94; Herne (44625)
32004;Altenhöfen; Herne (44623)
32005;Herne - Zentrum; Herne (44623)
32006;Bickern; Herne (44649)
32007;Altenhöfen; Herne (44623)
32008;Herne-Sud; Herne (44625)
32009;Shamrock; Herne (44629)
32010;Wanne - Nord; Herne (44649)
32011;Shamrock; Herne (44623)
32012;Josefinenstrasse 14; Herne (44628)
32013;Horsthausen; Herne (44628)
32014;Eickel - Kern; Herne (44651)
32015;Feldkamp; Herne (44625)
32016;Altenhöfen; Herne (44623)
32017;Crange; Herne (44653)
32018;Crange; Herne (44651)
32019;Baukau - West; Herne (44653)
32020;Horsthausen; Herne (44628)
32021;Wanne - Sud; Herne / Wanne-Eickel (44652)
32022;Herne - Zentrum; Herne (44623)
32023;Altenhöfen; Herne (44623)
32024;Pantringshof; Herne (44628)
32025;Wanne - Sud; Herne / Wanne-Eickel (44652)
32026;Pluto; Herne (44651)
32027;Baukau - Kern; Herne / Baukau (44629)
32028;Königsgrube; Herne / Röhlinghausen (44651)
32029;Pluto; Herne (44651)
32030;Pluto; Herne (44651)
32031;Pluto; Herne (44651)
32032;Wanne - Sud; Herne / Wanne-Eickel (44652)
32033;Elpeshof; Herne (44628)
32034;Scharpwinkel-Ring; Herne (44653)
32035;Sodingen - Kern; Herne (44627)
32036;Bickern; Herne (44649)
32037;Stadtgarten; Herne (44623)
32038;Baukau - West; Herne (44653)
32039;Herne - Zentrum; Herne (44623)
32040;Baukau - Kern; Herne (44629)
32041;Elpeshof; Herne (44623)
32042;Von-Waldthausen-Strasse 194; Herne (44628)
32043;Von-Waldthausen-Strasse 194; Herne (44628)
32044;Wanne - Mitte; Herne (44649)
32045;Stadtgarten; Herne (44623)
32046;Stadtgarten; Herne (44623)
32047;Wanne - Sud; Herne (44652)
32048;Wanne - Mitte; Herne (44649)
32049;Sud; Recklinghausen (45661)
32050;Grullbad; Recklinghausen (45661)
32051;Bergen - Hiltrop; Bochum (44805)
32052;Sud; Recklinghausen (45663)
32053;Sud; Recklinghausen (45661)
32054;König-Ludwig-Zeche; Recklinghausen (45663)
32055;König-Ludwig-Zeche; Recklinghausen (45663)
32056;Bergen - Hiltrop; Bochum (44805)
32057;Grullbad; Recklinghausen (45661)
32058;Bergen - Hiltrop; Bochum (44805)
32059;Grullbad; Recklinghausen (45657)
32060;Grullbad; Recklinghausen (WE01) (45661)
32061;König-Ludwig-Zeche; Recklinghausen (45663)
32062;Pöppinghausen; Castrop-Rauxel (44579)
32063;Hochlarmark; Recklinghausen (45661)
32064;König-Ludwig-Zeche; Recklinghausen (45663)
32065;Pfeffingen; Albstadt (72459)
32066;Tailfingen; Albstadt (72461)
32067;Ebingen; Albstadt (72458)
32068;Ebingen; Albstadt (72458)
32069;Tailfingen; Albstadt (72461)
32070;Ebingen; Albstadt (72458)
32071;Tailfingen; Albstadt (72461)
32072;Tailfingen; Albstadt-Tailfingen (72461)
32073;Truchtelfingen; Albstadt (72461)
32074;Onstmettingen; Albstadt (72461)
32075;Onstmettingen; Albstadt (72461)
32076;Ebingen; Albstadt-Ebingen (72458)
32077;Ebingen; Albstadt (72458)
32078;Tailfingen; Albstadt (72461)
32079;Onstmettingen; Albstadt-Onstmettingen (72461)
32080;Tailfingen; Albstadt (72461)
32081;Albstadt (72461);999.000 5.371
32082;Albstadt (72461);375.000 2.287
32083;Lautlingen; Albstadt (72459)
32084;Tailfingen; Albstadt-Tailfingen (72461)
32085;Tailfingen; Albstadt (72461)
32086;Truchtelfingen; Albstadt (72461)
32087;Tailfingen; Albstadt (72461)
32088;Ebingen; Albstadt (72458)
32089;Ebingen; Albstadt (72458)
32090;Ebingen; Albstadt (72458)
32091;Bitzer Steige 63; Albstadt (72458)
32092;Ebingen; Albstadt (72458)
32093;Ebingen; Albstadt (72458)
32094;Ebingen; Albstadt (72458)
32095;Ebingen; Albstadt (72458)
32096;Ebingen; Albstadt (72458)
32097;Ebingen; Albstadt (72458)
32098;Ebingen; Albstadt (72458)
32099;Bolstrasse; Albstadt (72459)
32100;Bolstrasse; Albstadt (72459)
32101;Bolstrasse; Albstadt (72459)
32102;Ebingen; Albstadt (72458)
32103;Ebingen; Albstadt (72458)
32104;Ebingen; Albstadt (72458)
32105;Ebingen; Albstadt (72458)
32106;Ebingen; Albstadt (72458)
32107;Ebingen; Albstadt (72458)
32108;Ebingen; Albstadt (72458)
32109;Ebingen; Albstadt (72458)
32110;Ebingen; Albstadt (72458)
32111;Ebingen; Albstadt (72458)
32112;Laufen; Albstadt (72459)
32113;Ebingen; Albstadt (72458)
32114;Tailfingen; Albstadt (72461)
32115;Tailfingen; Albstadt (72461)
32116;Tailfingen; Albstadt (72461)
32117;Truchtelfingen; Albstadt (72461)
32118;Ebingen; Albstadt (72458)
32119;Truchtelfingen; Albstadt (72461)
32120;Tailfingen; Albstadt (72461)
32121;Onstmettingen; Albstadt (72461)
32122;Tailfingen; Albstadt (72461)
32123;Tailfingen; Albstadt (72461)
32124;Ebingen; Albstadt (72458)
32125;Lautlingen; Albstadt (72459)
32126;Tailfingen; Albstadt (72461)
32127;Onstmettingen; Albstadt (72461)
32128;Tailfingen; Albstadt (72461)
32129;Pfeffingen; Albstadt - Pfeffingen (72459)
32130;Ebingen; Albstadt (72458)
32131;Tailfinger Strasse 24; Albstadt (72459)
32132;Am Jausenteich 34; Albstadt (72458)
32133;Onstmettingen; Albstadt - Onstmettingen (72461)
32134;Ebingen; Albstadt (72458)
32135;Ebingen; Albstadt (72458)
32136;Ebingen; Albstadt (72458)
32137;Ebingen; Albstadt (72458)
32138;Ebingen; Albstadt (72458)
32139;Ebingen; Albstadt (72458)
32140;Ebingen; Albstadt (72458)
32141;Ebingen; Albstadt (72458)
32142;Tailfingen; Albstadt (72461)
32143;Tailfingen; Albstadt (72461)
32144;Onstmettingen; Albstadt (72461)
32145;Lautlingen; Albstadt (72459)
32146;Ebingen; Albstadt-Ebingen (72458)
32147;Ebingen; Albstadt (72458)
32148;Tailfingen; Albstadt (72461)
32149;Pfeffingen; Albstadt (72459)
32150;Hauptstrasse 52; Albstadt (72461)
32151;Ebingen; Albstadt (72458)
32152;Ebingen; Albstadt (72458)
32153;Ebingen; Albstadt (72458)
32154;Margrethausen; Albstadt (72459)
32155;Truchtelfingen; Albstadt (72461)
32156;Ebingen; Albstadt (72458)
32157;Tailfingen; Albstadt (72461)
32158;Kleiststrasse; Albstadt (72461)
32159;Kleiststrasse; Albstadt (72461)
32160;Kleiststrasse; Albstadt (72461)
32161;Kleiststrasse; Albstadt (72461)
32162;Ebingen; Albstadt (72458)
32163;Ebingen; Albstadt (72458)
32164;Ebingen; Albstadt (72458)
32165;Tailfingen; Albstadt (72461)
32166;Ebingen; Albstadt (72458)
32167;Pfeffingen; Albstadt (72459)
32168;Onstmettingen; Albstadt (72461)
32169;Laufen; Albstadt (72459)
32170;Onstmettingen; Albstadt (72461)
32171;Truchtelfingen; Albstadt (72461)
32172;Truchtelfingen; Albstadt (72461)
32173;Burgfelden; Albstadt (72459)
32174;Ebingen; Albstadt (72458)
32175;Tailfingen; Albstadt (72461)
32176;Onstmettingen; Albstadt (72461)
32177;Onstmettingen; Albstadt (72461)
32178;Ebingen; Albstadt (72458)
32179;Ebingen; Albstadt (72458)
32180;Margrethausen; Albstadt (72459)
32181;Tailfingen; Albstadt (72461)
32182;Burgfelden; Albstadt (72459)
32183;Ebingen; Albstadt (72458)
32184;Ebingen; Albstadt (72458)
32185;Ebingen; Albstadt (72458)
32186;Ebingen; Albstadt (72458)
32187;Ebingen; Albstadt (72458)
32188;Tailfingen; Albstadt (72461)
32189;Onstmettingen; Albstadt (72461)
32190;Tailfingen; Albstadt (72461)
32191;Ebingen; Albstadt-Ebingen (72458)
32192;Tailfingen; Albstadt (72461)
32193;Tailfingen; Albstadt (72461)
32194;Ebingen; Albstadt (72458)
32195;Ebingen; Albstadt (72458)
32196;Onstmettingen; Albstadt (72461)
32197;Pfeffingen; Albstadt (72459)
32198;Truchtelfingen; Albstadt (72461)
32199;Ebingen; Albstadt (72458)
32200;Ebingen; Albstadt (72458)
32201;Ebingen; Albstadt (72458)
32202;Ebingen; Albstadt (72458)
32203;Ebingen; Albstadt (72458)
32204;Margrethausen; Albstadt-Margrethausen (72459)
32205;Tailfingen; Albstadt (72461)
32206;Truchtelfingen; Albstadt (72461)
32207;Ebingen; Albstadt (72458)
32208;Tailfingen; Albstadt (72461)
32209;Ebingen; Albstadt (72458)
32210;Ebingen; Albstadt (72458)
32211;Onstmettingen; Albstadt (72461)
32212;Onstmettingen; Albstadt-Onstmettingen (72461)
32213;Untere Bachstr. 133; Albstadt (72461)
32214;Onstmettingen; Albstadt (72461)
32215;Onstmettingen; Albstadt (72461)
32216;Von-Stauffenberg-Strasse 54-56; Albstadt (72459)
32217;Tailfingen; Albstadt (72461)
32218;Ebingen; Albstadt (72458)
32219;Ebingen; Albstadt (72458)
32220;Tailfingen; Albstadt (72461)
32221;Ebingen; Albstadt (72458)
32222;Tailfingen; Albstadt (72461)
32223;Tailfingen; Albstadt (72461)
32224;Tailfingen; Albstadt (72461)
32225;Tailfingen; Albstadt (72461)
32226;Hauptstrasse 52; Albstadt (72461)
32227;Hauptstrasse 52; Albstadt (72461)
32228;Ebingen; Albstadt (72458)
32229;Truchtelfingen; Albstadt (72461)
32230;Tailfingen; Albstadt (72461)
32231;Tailfingen; Albstadt (72461)
32232;Ebingen; Albstadt (72458)
32233;Unknown;Unknown
32234;Tailfingen; Albstadt (72461)
32235;Ebingen; Albstadt (72458)
32236;Ebingen; Albstadt (72458)
32237;Ebingen; Albstadt (72458)
32238;Tailfingen; Albstadt-Tailfingen (72461)
32239;Bitz (72475);375.000 2.778
32240;Zillhausen; Balingen (72336)
32241;Bitz;Bitz (72475)
32242;Zillhausen; Balingen (72336)
32243;Bitz (72475);415.000 4.114
32244;Bitz (72475);277.000 1.385
32245;Pivitsheide - Vogtei Heiden; Pivitsheide (32760)
32246;Jerxen - Orbke; Detmold (32758)
32247;Pivitsheide - Vogtei Heiden; Pivitsheide (32760)
32248;Heidenoldendorf; Detmold (32758)
32249;Hiddesen; Detmold / Hiddesen (32760)
32250;Hiddesen; Detmold / Hiddesen (32760)
32251;Hiddesen; Detmold (32760)
32252;Allandsbusch 27; Detmold (32758)
32253;Heidenoldendorf; Detmold (32758)
32254;Detmold - Kernstadt; Detmold (32756)
32255;Pivitsheide - Vogtei Lage; Detmold / Pivitsheide (32758)
32256;Bielefelder Str. 318; Detmold (32758)
32257;Hiddesen; Detmold (32760)
32258;Hiddesen; Detmold (32760)
32259;Pivitsheide - Vogtei Lage; Detmold / Pivitsheide (32758)
32260;Hiddesen; Detmold (32756)
32261;Berlebeck; Detmold (32760)
32262;Heidenoldendorf; Detmold (32758)
32263;Diestelbruch; Detmold (32760)
